TOKEN_ID,TOKEN_NAME,Color,Meka Type,Helmet,Eyes,Mask,Jaws,Arms,Chest,Colors,Weapon,Material,Legendary
7981,Meka #7981,Aqua Lite,Gādian,GAI Jingasa H1,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,4.0,,,
7982,Meka #7982,Blue Grey,OG Meka,OG Rombus Trooper,OG Blue E4,OG Sphere,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,,
7983,Meka #7983,Dark Grey,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M2,OG Trooper S2,OG Trooper A2,OG Trooper C1,2.0,,,
7984,Meka #7984,,F9,F9 Ronin H1,F9 Green E4,F9 Assault,F9 Assault,F9 Jingasa A2,F9 Fortress C1,0.0,,Camo green,
7985,Meka #7985,Blurple,OG Meka,OG Delta Heavy,OG Rose E1,OG Trooper M2,OG Assault jaw,OG Squadron 3,OG Trooper C1,4.0,OG Thunder Gun,,
7986,Meka #7986,Blood Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Heavy,OG Trooper S2,OG Trooper A1,OG Trooper C2,3.0,,,
7987,Meka #7987,Blurple,Gādian,GAI Bastion,Green Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C2,4.0,,,
7988,Meka #7988,Pastel Blue,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A1,MI Racer C2,3.0,,,
7989,Meka #7989,Blood Red,OG Meka,OG Delta Elite,OG Blue E4,OG Filter,OG Trooper S2,OG Trooper A2,OG Heavy C1,3.0,,,
7990,Meka #7990,White,OG Meka,OG Delta Trooper,OG Rose E1,OG Monkey R-7,OG Sabotage S3,OG Squadron 3,OG Trooper C1,2.0,,,
7991,Meka #7991,Aqua Lite,Gādian,GAI Janjin H2,Red Hexa,GAI Youma,Brachyura,GAI Jingasa A1,GAI Jingasa C1,3.0,GAI Kochi x2,Silver Weapon,
7992,Meka #7992,Blood Red,OG Meka,OG Darya Trooper,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Squadron 4,OG Heavy C1,4.0,OG Thunder Gun,,
7993,Meka #7993,Aqua Lite,OG Meka,OG Darya Trooper,OG Rose E1,OG Knight,OG Assault jaw,OG Squadron 4,OG Trooper C1,4.0,,,
7994,Meka #7994,Pink,OG Meka,OG Oblong Elite,OG Blue E4,OG Heavy,OG Assault jaw,OG Metal spike,OG Heavy C2,3.0,,,
7995,Meka #7995,Camo Green,F9,F9 Ronin H2,F9 Green E7,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Fortress C1,2.0,,,
7996,Meka #7996,Aqua Lite,Gādian,GAI Youma H1,Green Circle,GAI Jingasa M2,GAI Jingasa J1,GAI Sōhei A1,GAI Youma,3.0,,,
7997,Meka #7997,Blood Red,OG Meka,OG Radiant Trooper,OG Green E7,OG Last Breath,OG Trooper S1,OG Squadron 4,OG Trooper C1,4.0,,,
7998,Meka #7998,Dark Grey,F9,F9 Spikes,F9 Green E7,F9 Heavy,F9 Aura J-0,F9 Bastion,F9 Bastion C1,4.0,,,
7999,Meka #7999,,OG Meka,OG Rombus Elite,OG White E13,OG Last Breath,OG Trooper S2,OG Trooper A2,OG Heavy C1,0.0,OG Omega,Camo blue,
8000,Meka #8000,Blue Grey,F9,F9 Ronin H2,F9 White E0,F9 Bastion M1,F9 Assault,F9 Samourai A0,F9 Bastion C1,3.0,,,
8001,Meka #8001,Red,F9,F9 Ronin H1,F9 Red E3,F9Youma,F9 Aura J-0,F9 Jingasa A1,F9 Fortress C2,3.0,,,
8002,Meka #8002,Blurple,Gādian,GAI Jingasa H1,Green Circle,GAI Ukiyo-E,Bastion J1,GAI Youma,GAI Jingasa C1,4.0,,,
8003,Meka #8003,Red,Gādian,GAI Jingasa H1,Pink Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Yasuke,GAI Jingasa C1,3.0,,,
8004,Meka #8004,,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,0.0,GAI Katana,Camo blue,
8005,Meka #8005,Blue Grey,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M2,OG Trooper S2,OG Solid Tank,OG Heavy C1,4.0,OG Dawn Sword,Silver Helmet,
8006,Meka #8006,Red,Mirage,MI Sonar,MI Aqua Eye,MI Racer M1,MI Falcon W0,MI Radar A1,MI Racer C1,2.0,,Silver Helmet,
8007,Meka #8007,,Gādian,GAI Youma H2,Pink Delta,GAI Jingasa M1,Bastion J2,GAI Jingasa A2,GAI Jingasa C1,0.0,,Fire,
8008,Meka #8008,Red,OG Meka,OG Delta Elite,OG Blue E4,OG Trooper M2,OG Trooper S2,OG Trooper A2,OG Heavy C1,3.0,,,
8009,Meka #8009,Pastel Blue,OG Meka,OG Delta Trooper,OG Rose E1,OG Last Breath,OG Trooper S2,OG Trooper A1,OG Trooper C1,3.0,,,
8010,Meka #8010,,OG Meka,OG Darya Elite,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Squadron 3,OG Trooper C1,0.0,,Camo green,
8011,Meka #8011,Pastel Blue,Mirage,MI Radar,MI Pink Visor,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C1,4.0,,,
8012,Meka #8012,Aqua Lite,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Racer W1,MI Radar A1,MI Radar C1,4.0,,,
8013,Meka #8013,Dark Grey,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI Radar W1,MI Radar A1,MI Racer C1,4.0,,,
8014,Meka #8014,Aqua Lite,Mirage,MI Racer,MI Aqua Eye,MI Racer M1,MI Radar W1,MI Racer A1,MI Radar C1,3.0,MI Rockets,,
8015,Meka #8015,,Mirage,MI Racer H2,MI Pink Visor,MI Radar M1,MI Falcon W1,MI Racer A2,MI Racer C2,0.0,,Fire,
8016,Meka #8016,Red,OG Meka,OG Oblong Elite,OG Red E0,OG Heavy,OG Trooper S1,OG Solid Tank,OG Trooper C2,2.0,,,
8017,Meka #8017,Sky Blue,OG Meka,OG Quartz Trooper,OG Blue E4,OG Sphere,OG Trooper S1,OG Trooper A1,OG Heavy C2,3.0,,,
8018,Meka #8018,Aqua Lite,OG Meka,OG Darya Elite,OG Rose E1,OG Mantis,OG Assault jaw,OG Metal spike,OG Trooper C1,3.0,,,
8019,Meka #8019,Sky Blue,OG Meka,OG Quartz Trooper,OG Rose E1,OG Monkey R-7,OG Sabotage S7,OG Trooper A1,OG Trooper C1,4.0,,,
8020,Meka #8020,Red,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C2,3.0,,,
8021,Meka #8021,,Mirage,MI Racer H2,MI Pink Visor,MI Racer M2,MI WS-2,MI Racer A2,MI Sonic C1,0.0,,Camo blue,
8022,Meka #8022,Sky Blue,OG Meka,OG Helmet Brick,OG Eyes Brick,OG Mask Brick,OG Helmet Brick,OG Arms Brick,OG Chest Brick,2.0,,Brick,
8023,Meka #8023,White,OG Meka,OG Oblong Elite,OG Rose E1,OG Filter,OG Sabotage S3,OG Solid Tank,OG Trooper C1,2.0,,,
8024,Meka #8024,Blue Grey,OG Meka,OG Radiant Trooper,OG Rose E1,OG Sphere,OG Sabotage S3,OG Trooper A2,OG Heavy C1,3.0,OG Cannons,,
8025,Meka #8025,White,Gādian,GAI Jingasa H1,Pink Delta,GAI Bastion M1,Bastion J2,GAI Jingasa A1,GAI Jingasa C1,2.0,GAI Katana,,
8026,Meka #8026,Blood Red,OG Meka,OG Oblong Elite,OG Rose E1,OG Sphere,OG Trooper S1,OG Solid Tank,OG Trooper C1,4.0,,,
8027,Meka #8027,Aqua Lite,OG Meka,OG Delta Elite,OG Pink E0,OG Trooper M2,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,,
8028,Meka #8028,Aqua Lite,OG Meka,OG Darya Heavy,OG White E13,OG Trooper M1,OG Trooper S2,OG Trooper A1,OG Trooper C2,3.0,OG Smiley K1,,
8029,Meka #8029,Orange,OG Meka,OG Delta Trooper,OG Blue E4,OG Mantis,OG Sabotage S3,OG Trooper A2,OG Trooper C2,4.0,,,
8030,Meka #8030,,OG Meka,OG Darya Master,OG Green E21,OG Mantis,OG Trooper S2,OG Metal spike,OG Trooper C1,0.0,,Ghost,
8031,Meka #8031,Orange,OG Meka,OG Quartz Trooper,OG Rose E1,OG Sphere,OG Assault jaw,OG Trooper A1,OG Trooper C1,4.0,OG Smiley K1,Gold Weapon,
8032,Meka #8032,Red,OG Meka,OG Delta Trooper,OG Blue E4,OG Trooper M1,OG Assault jaw,OG Trooper A1,OG Trooper C1,3.0,,,
8033,Meka #8033,Aqua Lite,OG Meka,OG Oblong Heavy,OG Violet E1,OG Filter,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
8034,Meka #8034,Blurple,Gādian,GAI Tetra H1,Pink Delta,GAI Bastion M1,Bastion J2,GAI Jingasa A1,GAI Jingasa C1,3.0,GAI Tessen x2,,
8035,Meka #8035,Aqua Lite,Gādian,GAI Jingasa H1,Pink Delta,GAI Jingasa M2,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,2.0,,,
8036,Meka #8036,Blue Grey,OG Meka,OG Quartz Trooper,OG Green E21,OG Sphere,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
8037,Meka #8037,Red,Mirage,MI Falcon H0,MI Aqua Eye,MI Sonic M1,MI WS-2,MI Radar A1,MI Radar C1,4.0,,Silver Helmet,
8038,Meka #8038,Blood Red,OG Meka,OG Darya Heavy,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Heavy C1,4.0,,,
8039,Meka #8039,Blurple,OG Meka,OG Radiant Trooper,OG Rose E1,OG Mantis,OG Trooper S1,OG Trooper A2,OG Trooper C1,4.0,,,
8040,Meka #8040,Pastel Blue,OG Meka,OG Quartz Heavy,OG Violet E1,OG Sphere,OG Sabotage S7,OG Solid Tank,OG Heavy C2,3.0,,,
8041,Meka #8041,Pastel Blue,OG Meka,OG Darya Trooper,OG Blue E4,OG Trooper M2,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
8042,Meka #8042,Dark Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Heavy C1,4.0,,,
8043,Meka #8043,Blurple,OG Meka,OG Rombus Elite,OG Violet E1,OG Sphere,OG Trooper S2,OG Solid Tank,OG Heavy C1,3.0,OG Dawn Sword,Silver Helmet,
8044,Meka #8044,Dark Grey,OG Meka,OG Radiant Heavy,OG Blue E4,OG Trooper M2,OG Assault jaw,OG Trooper A1,OG Trooper C1,4.0,,,
8045,Meka #8045,Pink,OG Meka,OG Delta Trooper,OG Violet E1,OG Mantis,OG Sabotage S3,OG Trooper A1,OG Trooper C1,3.0,,,
8046,Meka #8046,Blurple,OG Meka,OG Darya Heavy,OG Rose E1,OG Trooper M2,OG Assault jaw,OG Trooper A2,OG Heavy C1,2.0,OG Gatling Gun,Silver Weapon,
8047,Meka #8047,Light Green,Mirage,MI Eagle,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A1,MI Radar C1,3.0,,,
8048,Meka #8048,Pastel Blue,F9,F9 Spikes,F9 White E0,F9 Heavy,F9 Aura J-0,F9 Jingasa A1,F9 Bastion C1,3.0,,,
8049,Meka #8049,Sky Blue,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M1,Brachyura,GAI Jingasa A1,GAI Youma,3.0,GAI Tessen x2,Silver Helmet,
8050,Meka #8050,Blurple,OG Meka,OG Radiant Trooper,OG Green E7,OG Filter,OG Rocket jaw,OG Trooper A1,OG Heavy C1,4.0,,,
8051,Meka #8051,,OG Meka,OG Darya Master,OG Rose E1,OG Heavy,OG Trooper S1,OG Trooper A2,OG Trooper C1,0.0,,Camo green,
8052,Meka #8052,Aqua Lite,OG Meka,OG Delta Trooper,OG Pink E0,OG Sphere,OG Trooper S1,OG Trooper A1,OG Trooper C1,4.0,,,
8053,Meka #8053,Blood Red,OG Meka,OG Delta Elite,OG Rose E1,OG Monkey R-9,OG Sabotage S3,OG Trooper A2,OG Trooper C1,3.0,,,
8054,Meka #8054,Dark Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Knight,OG Trooper S1,OG Trooper A1,OG Trooper C1,4.0,,,
8055,Meka #8055,Blood Red,OG Meka,OG Rombus Trooper,OG Rose E1,OG Last Breath,OG Sabotage S7,OG Squadron 3,OG Heavy C1,4.0,,,
8056,Meka #8056,Pink,Mirage,MI Racer H2,MI Aqua Eye,MI Kaiman,MI Radar W1,MI Racer A1,MI Racer C2,4.0,MI Rockets,,
8057,Meka #8057,Dark Grey,F9,F9 Spikes,F9 Green E4,F9 Heavy,F9 Assault,F9 Bastion,F9 Bastion C1,2.0,,,
8058,Meka #8058,Blue Grey,Mirage,MI Eagle,MI Aqua Eye,MI Salamender,MI Racer W1,MI Racer A2,MI Racer C1,3.0,,,
8059,Meka #8059,Blood Red,F9,F9 Spikes,F9 Green E7,F9 Assault,F9 Aura J-0,F9 Bastion,F9 Bastion C1,4.0,,,
8060,Meka #8060,,OG Meka,OG Rombus Heavy,OG Pink E0,OG Mantis,OG Trooper S1,OG Squadron 3,OG Trooper C2,0.0,,Full Silver,
8061,Meka #8061,Orange,OG Meka,OG Delta Trooper,OG Rose E1,OG Last Breath,OG Trooper S2,OG Squadron 4,OG Trooper C1,4.0,,,
8062,Meka #8062,Dark Grey,Mirage,MI Radar,MI Pink Visor,MI Kaiman,MI Radar W1,MI Racer A1,MI Racer C1,4.0,,,
8063,Meka #8063,Dark Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Squadron 3,OG Heavy C2,3.0,OG Cannons,Silver Weapon,
8064,Meka #8064,Blurple,OG Meka,OG Rombus Elite,OG Rose E1,OG Pain,OG Trooper S1,OG Trooper A2,OG Trooper C1,4.0,,,
8065,Meka #8065,Blue Grey,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M1,Brachyura,GAI Jingasa A2,GAI Sōhei C1,3.0,,,
8066,Meka #8066,Pink,Mirage,MI Racer H2,MI Pink Visor,MI Racer M2,MI Radar W1,MI Racer A1,MI Racer C1,4.0,,,
8067,Meka #8067,Orange,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C1,4.0,,,
8068,Meka #8068,White,OG Meka,OG Delta Trooper,OG Green E7,OG Last Breath,OG Trooper S1,OG Trooper A1,OG Trooper C2,2.0,,,
8069,Meka #8069,Blood Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Trooper A2,OG Trooper C1,5.0,,,
8070,Meka #8070,Aqua Lite,Mirage,MI Radar,MI Pink Visor,MI Racer M1,MI Sonar J2,MI Racer A2,MI Racer C1,3.0,,Silver Helmet,
8071,Meka #8071,Blue Grey,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Racer W1,MI Racer A1,MI Racer C1,4.0,,,
8072,Meka #8072,Blue Grey,Gādian,GAI Tetra H1,Cyan Square,GAI Youma,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C2,4.0,GAI Kochi x2,,
8073,Meka #8073,Blue Grey,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Sabotage S7,OG Trooper A2,OG Heavy C1,3.0,,Gold Helmet,
8074,Meka #8074,Blood Red,OG Meka,OG Delta Elite,OG Red E0,OG Heavy,OG Assault jaw,OG Trooper A2,OG Trooper C2,2.0,,Gold Helmet,
8075,Meka #8075,Yellow,OG Meka,OG Helmet Brick,OG Eyes Brick,OG Mask Brick,OG Helmet Brick,OG Arms Brick,OG Chest Brick,4.0,,Brick,
8076,Meka #8076,Camo Green,Gādian,GAI Tetra H1,Cyan Square,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,3.0,GAI Katana,,
8077,Meka #8077,,OG Meka,OG Quartz Elite,OG Rose E1,OG Filter,OG Assault jaw,OG Solid Tank,OG Trooper C1,0.0,,Siberie,
8078,Meka #8078,Camo Green,Mirage,MI Racer,MI Pink Visor,MI Radar M1,MI Racer W1,MI Racer A1,MI Racer C1,2.0,,,
8079,Meka #8079,Red,OG Meka,OG Darya Trooper,OG Rose E1,OG Monkey R-7,OG Rocket jaw,OG Trooper A1,OG Trooper C1,4.0,,,
8080,Meka #8080,Dark Grey,Mirage,MI Racer,MI Aqua Eye,MI Racer M1,MI Sonic J1,MI Radar A1,MI Racer C1,2.0,,,
8081,Meka #8081,Aqua Lite,F9,F9 Loop,F9 Green E4,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Bastion C1,4.0,,,
8082,Meka #8082,Blurple,OG Meka,OG Delta Trooper,OG Pink E0,OG Sphere,OG Trooper S2,OG Squadron 4,OG Trooper C1,3.0,OG Smiley K1,,
8083,Meka #8083,Aqua Lite,F9,F9 Spikes,F9 Green E4,F9 Heavy,F9 Aura J-0,F9 Jingasa A1,F9 Bastion C1,3.0,,,
8084,Meka #8084,Blue Grey,OG Meka,OG Rombus Heavy,OG Rose E1,OG Sphere,OG Trooper S1,OG Trooper A1,OG Trooper C1,4.0,,,
8085,Meka #8085,Pink,F9,F9 Loop,F9 Red E21,F9 Knight,F9 Aura J-0,F9 Jingasa A1,F9 Fortress C1,4.0,,,
8086,Meka #8086,Blurple,OG Meka,OG Radiant Trooper,OG Rose E1,OG Knight,OG Trooper S2,OG Trooper A1,OG Trooper C2,4.0,,,
8087,Meka #8087,Blood Red,OG Meka,OG Oblong Elite,OG Rose E1,OG Sphere,OG Sabotage S7,OG Solid Tank,OG Heavy C1,4.0,OG Dawn Sword x2,,
8088,Meka #8088,Orange,Mirage,MI Racer H2,MI Pink Visor,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C2,3.0,,,
8089,Meka #8089,Blurple,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M1,Bastion J2,GAI Yasuke,GAI Jingasa C1,3.0,,,
8090,Meka #8090,Red,OG Meka,OG Delta Elite,OG Green E7,OG Trooper M2,OG Sabotage S7,OG Solid Tank,OG Trooper C1,2.0,,,
8091,Meka #8091,Blue Grey,Mirage,MI Radar,MI Pink Visor,MI Falcon M0,MI Racer W1,MI Racer A1,MI Racer C1,4.0,MI Rockets X,,
8092,Meka #8092,,OG Meka,OG Quartz Heavy,OG Violet E1,OG Last Breath,OG Trooper S1,OG Trooper A2,OG Trooper C2,0.0,,Camo green,
8093,Meka #8093,Blood Red,Mirage,MI Racer,MI Aqua Eye,MI Radar M1,MI Racer W1,MI Racer A1,MI Radar C1,3.0,MI Ray guns,,
8094,Meka #8094,,Mirage,MI Falcon H0,MI Pink Visor,MI Racer M2,MI Sonar J2,MI Radar A1,MI Racer C2,0.0,,Camo blue,
8095,Meka #8095,Pastel Blue,F9,F9 Ronin H1,F9 Green E21,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,,,
8096,Meka #8096,White,F9,F9 Spikes,F9 Green E7,F9 Assault,F9 Assault,F9 Jingasa A1,F9 Bastion C1,2.0,,,
8097,Meka #8097,Blue Grey,Mirage,MI Racer,MI Aqua Eye,MI Racer M1,MI Sonic J1,MI Racer A1,MI Racer C1,4.0,,,
8098,Meka #8098,Dark Grey,OG Meka,OG Radiant Elite,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Solid Tank,OG Heavy C1,4.0,OG Solid Blade x2,,
8099,Meka #8099,Orange,Gādian,GAI Jingasa H2,Pink Delta,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,4.0,,,
8100,Meka #8100,Blood Red,Gādian,GAI Jingasa H2,White Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Sōhei A1,GAI Sōhei C2,3.0,,,
8101,Meka #8101,,F9,F9 Ronin H1,F9 White E0,F9 Bastion M1,F9 Assault,F9 Samourai A1,F9 Bastion C1,0.0,,Camo green,
8102,Meka #8102,Blood Red,Gādian,GAI Citadel,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Youma,GAI Sōhei C2,4.0,,,
8103,Meka #8103,White,OG Meka,OG Delta Trooper,OG Violet E1,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Trooper C1,2.0,,,
8104,Meka #8104,Red,OG Meka,OG Quartz Trooper,OG Blue E4,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Trooper C2,3.0,OG Cannons,,
8105,Meka #8105,Orange,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Heavy C2,3.0,OG Dawn Sword,,
8106,Meka #8106,Red,Gādian,GAI Youma H1,Pink Delta,GAI Bastion M2,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C1,3.0,GAI Enten,,
8107,Meka #8107,Orange,F9,F9 Assault Spikes,F9 Green E4,F9 Monkey,F9 Assault,F9 Jingasa A1,F9 Fortress C1,3.0,,,
8108,Meka #8108,,F9,F9 Ronin H2,F9 White E0,F9 Monkey,F9 Brackyura,F9 Jingasa A2,F9 Bastion C1,0.0,,Sky,
8109,Meka #8109,Aqua Lite,OG Meka,OG Helmet Brick,OG Glowing Eyes Brick,OG Mask Brick,OG Helmet Brick,OG Arms Brick,OG Chest Brick,3.0,,Brick,
8110,Meka #8110,Aqua Lite,OG Meka,OG Radiant Trooper,OG Blue E4,OG Sphere,OG Trooper S2,OG Trooper A2,OG Trooper C1,4.0,,,
8111,Meka #8111,White,OG Meka,OG Quartz Elite,OG Rose E1,OG Mantis,OG Trooper S2,OG Squadron 3,OG Heavy C2,3.0,,,
8112,Meka #8112,Blood Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Trooper A2,OG Heavy C2,3.0,,,
8113,Meka #8113,Dark Brown,F9,F9 Assault Spikes,F9 Green E4,F9 Knight,F9 Assault,F9 Jingasa A1,F9 Bastion C1,2.0,GAI Katana,Silver Weapon,
8114,Meka #8114,Sky Blue,OG Meka,OG Darya Trooper,OG Violet E1,OG Knight,OG Sabotage S3,OG Solid Tank,OG Trooper C1,3.0,,,
8115,Meka #8115,Red,Mirage,MI Radar,MI White Visor,MI Racer M2,MI Sonic J1,MI Racer A2,MI Racer C2,4.0,,,
8116,Meka #8116,Dark Grey,F9,F9 Ronin H2,F9 Red E3,F9 Jingasa M2,F9 Assault,F9 Jingasa A1,F9 Bastion C1,4.0,,,
8117,Meka #8117,Blood Red,Mirage,MI Racer,MI White Visor,MI Salamender,MI Racer W1,MI Racer A1,MI Radar C1,3.0,MI Ray guns,,
8118,Meka #8118,Blue Grey,Mirage,MI Radar,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A1,MI Racer C1,3.0,MI Rockets X,,
8119,Meka #8119,Red,OG Meka,OG Quartz Trooper,OG Blue E4,OG Trooper M2,OG Sabotage S7,OG Squadron 4,OG Trooper C2,3.0,,,
8120,Meka #8120,Aqua Lite,Mirage,MI Racer,MI Pink Visor,MI Sonic M1,MI Sonic J1,MI Racer A1,MI Radar C1,4.0,,,
8121,Meka #8121,Blurple,OG Meka,OG Quartz Trooper,OG Green E21,OG Sphere,OG Sabotage S3,OG Trooper A2,OG Trooper C2,4.0,,,
8122,Meka #8122,White,Gādian,GAI Bastion,Green Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Youma,2.0,,,
8123,Meka #8123,Blurple,OG Meka,OG Delta Elite,OG Rose E1,OG Sphere,OG Trooper S2,OG Trooper A2,OG Heavy C1,3.0,,,
8124,Meka #8124,,Mirage,MI Eagle,MI Pink Visor,MI Racer M2,MI Sonar J2,MI Radar A1,MI Radar C1,0.0,,Camo green,
8125,Meka #8125,,Gādian,GAI Bastion,Pink Delta,GAI Bastion M1,Bastion J1,GAI Sōhei A1,GAI Sōhei C2,0.0,,Camo blue,
8126,Meka #8126,Red,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Solid Tank,OG Trooper C2,3.0,,Gold Helmet,
8127,Meka #8127,Blurple,Gādian,GAI Janjin H1,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,4.0,,,
8128,Meka #8128,,Gādian,GAI Youma H1,Green Circle,GAI Youma,GAI Jingasa J1,GAI Jingasa A2,GAI Youma,0.0,,Camo blue,
8129,Meka #8129,Blue Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Heavy,OG Trooper S1,OG Trooper A1,OG Trooper C2,3.0,,,
8130,Meka #8130,Orange,OG Meka,OG Darya Trooper,OG Rose E1,OG Monkey R-7,OG Trooper S1,OG Squadron 3,OG Trooper C1,4.0,OG Gatling Gun,,
8131,Meka #8131,,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Trooper A2,OG Heavy C1,0.0,,Camo green,
8132,Meka #8132,,OG Meka,OG Rombus Elite,OG Violet E1,OG Trooper M1,OG Trooper S2,OG Solid Tank,OG Heavy C2,0.0,,Camo green,
8133,Meka #8133,White,Gādian,GAI Jingasa H2,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Sōhei A1,GAI Sōhei C1,3.0,,,
8134,Meka #8134,Blue Grey,OG Meka,OG Radiant Trooper,OG Rose E1,OG Pain,OG Trooper S2,OG Trooper A1,OG Trooper C1,2.0,,,
8135,Meka #8135,,Mirage,MI Sonar,MI Pink Visor,MI Racer M2,MI Sonar J2,MI Radar A1,MI Radar C1,0.0,,Fire,
8136,Meka #8136,Blurple,Mirage,MI Racer H2,MI Pink Visor,MI Racer M1,MI Sonic J2,MI Racer A1,MI Racer C1,2.0,,,
8137,Meka #8137,,OG Meka,OG Oblong Elite,OG Green E21,OG Monkey R-9,OG Sabotage S3,OG Solid Tank,OG Trooper C1,0.0,,Siberie,
8138,Meka #8138,Dark Grey,Gādian,GAI Youma H2,Pink Delta,GAI Bastion M1,GAI Jingasa J1,GAI Yasuke,GAI Jingasa C1,3.0,,,
8139,Meka #8139,,OG Meka,OG Delta Elite,OG Pink E0,OG Filter,OG Sabotage S3,OG Squadron 3,OG Trooper C2,0.0,OG Dawn Sword,Siberie,
8140,Meka #8140,Blood Red,OG Meka,OG Darya Heavy,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Trooper A2,OG Trooper C1,4.0,,,
8141,Meka #8141,Sky Blue,Gādian,GAI Jingasa H1,Pink Circle,GAI Bastion M2,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C1,3.0,,,
8142,Meka #8142,White,OG Meka,OG Quartz Heavy,OG Rose E1,OG Filter,OG Trooper S1,OG Solid Tank,OG Trooper C1,2.0,OG Solid Blade,,
8143,Meka #8143,Red,Gādian,GAI Jingasa H1,Green Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,3.0,,,
8144,Meka #8144,Blood Red,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Youma,GAI Sōhei C1,3.0,,,
8145,Meka #8145,Blue Grey,OG Meka,OG Oblong Elite,OG Rose E1,OG Last Breath,OG Trooper S1,OG Trooper A2,OG Trooper C1,4.0,,,
8146,Meka #8146,Light Green,OG Meka,OG Delta Elite,OG Rose E1,OG Pain,OG Trooper S2,OG Metal spike,OG Heavy C1,3.0,,,
8147,Meka #8147,Dark Grey,OG Meka,OG Delta Trooper,OG Green E21,OG Trooper M2,OG Trooper S1,OG Trooper A1,OG Trooper C1,4.0,,,
