TOKEN_ID,TOKEN_NAME,Background Color,Aura,Skin,Lips,Eyes,Nose Ring,Hair,Shirt,Necklace,Earrings,Headpiece,Tier,Eyeliner,Essence,Tattoos,Eclipsed,Tears,Scar,Bandages,Crown,Void,Blessed
1129,Warrior Tel Erlii - Divine #1129,Heated,Focus,Lifebreath,Tangerine,,Chain of Pearls,Barbaric,Mystic Plates,Stones of Pride,Solar,Gems of Purity,Apostle,,,Glory,,,,,,,
1130,Sorcerer Tru Lasiera - Divine #1130,Heated,Warm,Drake-Tempered,Pursed Crimson,,Silver Frayed Ring,Sorcerer,Burned Plates,Obsidian Band,Pearls,Silver Gladiator,Apostle,,,Loyalty,,,,,,,
1131,Yl'ea Gre - Divine #1131,Lilac,Harmonic,Broken,Frosted,,,Renowned,Finery of the Pure,Stone of the Sanctified,,,Royalty,,,,,,Mindflayed,Witnessing,Petrified Platinum,,
1132,Truel - Divine #1132,Sacred Peach,Warm,Imbued,Pursed Amber,Frozen,Chain of Pearls,Phoenix,Vitality Toga,Arcane Choker,Golden Dreamcatchers,Golden Chandelier,Vindicator,,,,,,,,,,
1133,Spirited Ar Iespa - Divine #1133,Floral,Retribution,Airtorn,Amber,,Jeweled,Spirited,Void Forseeing,Pendant of Life,Golden Echoes,Rejuvenating Horns,Apostle,,,Guardian,,,,,,,
1134,Zylelle - Divine #1134,Heated,Combative,Cosmic,Void Kissed,Passionate,Chain of Pearls,Flames,Bronzed Robes,Amarashen,Solar,Gems of Innocence,Vindicator,,,,,,,,,,
1135,Conjuror Ula Titali - Divine #1135,Fandango,Retribution,Drake-Tempered,Pursed Void,,Silver Double Chained,Conjuror,Golden Plates,Harspiera's Tears,Gold Chain,Gems of Heart,Apostle,,,Sky Torn,,,,,,,
1136,Lianal - Divine #1136,Ochre,Warm,Refined,Pursed Amber,Frozen,Golden Bridge,Hazelnut,Arcane Cloak,Obsidian Band,Silver Hoops,Gems of Optimism,Vindicator,,,,,,,,,,
1137,Druid Quitia Te - Divine #1137,Laguna,Cosmic,Serpentheart,Crimson,,Silver Slack,Druidic,Arcane Tassel,Stones of Pride,Silver Hoops,Darkwood Spikes,Apostle,,Aqueous,Nature's Phase,,,,,,,
1138,Sorcerer La Vesagi - Divine #1138,Azure,Perceptive,Lifebreath,Pursed Crimson,,Golden Double Chained,Sorcerer,Cosmic Mage,Green Opals,Golden Dreamcatchers,Mystical Horns,Apostle,,,Nature's Phase,,,,,,,
1139,Tempest Ertali - Divine #1139,Lilac,Warm,Drake-Tempered,Pursed Amber,,Golden Hoop,Tempest,Blue Librarian,Pendant of Wisdom,Emerald,Mystical Crown,Apostle,,,Spirit,,,,,,,
1140,Mestar - Divine #1140,Laguna,Focus,Tainted,Deep Sea,Frost,Blessed Stud,Majestic Seer,Purity Gown,Grenal,Golden Serpents,Revitalized Crown,Vindicator,,,,,,,,,,
1141,Seer Tel Otia - Divine #1141,Laguna,Tranquility,Airtorn,Natural,,Golden Bridge,Seer,Teal Mage,Gold Divine,Morganite,Dorado,Apostle,,,Of The Wise,,,,,,,
1142,Ascended Tel Oei Te - Divine #1142,Floral,Harmonic,Drake-Tempered,Frosted,,Golden Double Chained,Ascended,Warlock,Harspiera,Golden Stars,Golden Spikes,Apostle,,,Kindness,,,,,,,
1143,Disciple Rumka - Divine #1143,Emerald,Rejuvenation,Airtorn,Frozen,,Golden Hoop,Disciple,High Mage,Grenal,Silver Stars,Barbs of Arrogance,Apostle,,,Sky Torn,,,,,,,
1144,Spirited Drulera - Divine #1144,Heated,Warm,Serpentheart,Pursed Frosted,,Chain of Pearls,Spirited,Wraps of Nature,Tri Azurite,Golden Tears,Gems of Wisdom,Apostle,,,Refraction,,,,,,,
1145,Sorcerer Saoiah - Divine #1145,Emerald,Serene,Lifebreath,Pursed Crimson,,Chain of Pearls,Sorcerer,Cosmic Mage,Gro,Obsidian,Plata,Apostle,,,Nature's Phase,,,,,,,
1146,Yeel - Divine #1146,Ochre,Passionate,Refined,Pursed Frozen,Hazel,Chain of Pearls,Blazed,Robes of Shadow,Harspiera,Pearls,Golden Horns,Vindicator,,,,,,,,,,
1147,Mage Ula Opari - Divine #1147,Ochre,Harmonic,Drake-Tempered,Toxic,,Jeweled,Mage,Golden Mage,Gold Charge,Amber,Golden Chandelier,Apostle,,,Guidance,,,,,,,
1148,Quiiah - Divine #1148,Emerald,Rejuvenation,Tainted,Pursed Crimson,Life Giving,Jeweled,Ancient Arcane,Dress of Purity,Harspiera's Tears,Rubies,Gems of Heart,Vindicator,,,,,,,,,,
1149,Raeel - Divine #1149,Heated,Serene,Imbued,Frozen,Life Giving,Chain of Pearls,Focused,Arcane Cape,Golden Rings,Obsidian,Gems of Life,Vindicator,,,,,,,,,,
1150,Eatia - Divine #1150,Fandango,Retribution,Imbued,Amber,Passionate,Chain of Pearls,Electric,Deep Sea Cloak,Tarnished Band,Lunar,Darkwood Spikes,Vindicator,,Aqueous,,,,,,,,
1151,Waeiave - Divine #1151,Laguna,Focus,Cosmic,Toxic,Frozen,Chain of Pearls,Fiery Focus,Shimmering Cape,Stones of Pride,Suspended Ruby,Spring Crown,Vindicator,,Freed,,,,,,,,
1152,Ascended Rasawe - Divine #1152,Sky,Retribution,Serpentheart,Frosted,,Silver Bridge,Ascended,Mystic Amice,Aegian,Golden Chandelier,Golden Gladiator,Apostle,,,Kin,,,,,,,
1153,Arisen Ea Daave - Divine #1153,Amethyst,Rejuvenation,Serpentheart,Natural,,Silver Slack,Risen,Warlock,Sramosa,Rubies,Silver Chandelier,Apostle,,,Blindsided,,,,,,,
1154,Viaei Re - Divine #1154,Amethyst,Tranquility,Betrayed,Raspberry,Frost,Golden Double Chained,Heart,Shimmering Dress,Red Opals,Emerald,Vitality Spikes,Vindicator,,Freed,,,,,,,,
1155,Teroori - Divine #1155,Amethyst,Warm,Cosmic,Crimson,Passionate,Silver Bridge,Frosted Focus,Natural Toga,Golden Columns,Silver Stars,Rejuvenating Horns,Vindicator,,,,,,,,,,
1156,Loria - Divine #1156,Ochre,Tranquility,Tainted,Amber,Life Giving,Silver Hoop,Heart Seer,Cape of Heart,Gro,Pearls,Blossomed Crown,Vindicator,,,,,,,,,,
1157,Naoder - Divine #1157,Natural,Combative,Refined,Natural,Hazel,Silver Slack,Regal,Shimmering Cape,Stones of Life,Emerald,Arcane Coils,Vindicator,,,,,,,,,,
1158,Syleuio - Divine #1158,Floral,Perceptive,Imbued,Frosted,Life Giving,Silver Hoop,Ancient Dark,Mystic Robes,The Arc's Guidance,Golden Stars,Barbs of Ascension,Vindicator,,,,,,,,,,
1159,Leei Mae - Divine #1159,Fandango,Passionate,Refined,Tangerine,Frozen,Golden Slack,Vindicated,Arcane Robes,The Breath of Infinity,Amber,Bronzed Horns,Vindicator,,,,Eclipsed,,,,,,
1160,Li Torii - Divine #1160,Laguna,Serene,Cosmic,Pursed Void,Frost,Silver Slack,Shadow,Purity Toga,Silver Charge,Solar,Barbs of Arrogance,Vindicator,,,,,,,,,,
1161,Lilla'rao Len - Divine #1161,Sacred Peach,Rejuvenation,Broken,Toxic,,,Firesworn,Weaves of Sramosa,Stone of the Divided,,,Royalty,,,,,,Bladestruck,Dust,Maw of Ash,,
1162,Waetelia - Divine #1162,Heated,Tranquility,Imbued,Pursed Frosted,Life Giving,Jeweled,Illuminated Sky,Amber Toga,Mystical Stones,Silver Dreamcatchers,Golden Gladiator,Vindicator,,,,,,,,,,
1163,Tel Oiave - Divine #1163,Lilac,Harmonic,Cosmic,Raspberry,Frozen,Chain of Pearls,Highness,Deep Sea Dress,Gold Divine,Lunar,Enchanted Horns,Vindicator,,Starry,,,,,,,,
1164,Aylila - Divine #1164,Emerald,Perceptive,Betrayed,Deep Sea,Hazel,Silver Frayed Ring,Winter,Cape of Nature,Tri Azurite,Golden Hoops,Golden Spikes,Vindicator,,,,,,,,,,
1165,Fin Raeii - Divine #1165,Lilac,Rejuvenation,Refined,Deep Sea,Life Giving,Blessed Stud,Fiery Seer,Dark Gown,Da,Super Solar,Gems of Pride,Vindicator,,,,,,,,,,
1166,Laren May - Divine #1166,Heated,Serene,Refined,Pursed Crimson,Frost,Golden Frayed Ring,Almond,Tarnished Gown,Gro,Obsidian,Gems of Purity,Vindicator,,,,,,,,,,
1167,Lareve - Divine #1167,Amethyst,Retribution,Imbued,Void Kissed,Passionate,Golden Hoop,Dark Seer,Toga of Heart,Pendant of Life,Morganite,Coils of Fire,Vindicator,,,,,,,,,,
1168,Master Paiei Mae - Divine #1168,Lilac,Passionate,Airtorn,Crimson,,Chain of Pearls,Master,Void Forseeing,Amarashen,Bullets,Barbs of Ascension,Apostle,,,Kindness,,,,,,,
1169,Tor Liei Ar - Divine #1169,Laguna,Rejuvenation,Cosmic,Pursed Crimson,Passionate,Silver Bridge,Hazelnut,Toga of Innocence,Aegian,Bullets,Golden Spikes,Vindicator,,,,,,,,,,
1170,Druid Ervi - Divine #1170,Natural,Warm,Lifebreath,Raspberry,,Silver Double Chained,Druidic,Amice of Nature,Tears of Grenal,Lunar,Coils of Fire,Apostle,,,Guidance,,,,,,,
1171,Fipa - Divine #1171,Natural,Combative,Imbued,Pursed Void,Frozen,Silver Double Chained,Frost,Purity Gown,Gold Divine,Silver Serpents,Azurite Spikes,Vindicator,,Lightning,,,,,,,,
1172,Ararmi - Divine #1172,Fandango,Retribution,Betrayed,Pursed Frozen,Life Giving,Chain of Pearls,River,Shimmering Cloak,Tri Obsidian,Gold Chain,Druidic Crown,Vindicator,,,,,,,,,,
1173,Filin - Divine #1173,Lilac,Passionate,Imbued,Frozen,Frost,Chain of Pearls,Focused,Cream Toga,Tears of Grenal,Rubies,Cradle of Light,Vindicator,,,,,,,,,,
1174,Iatze - Divine #1174,Fandango,Warm,Cosmic,Toxic,Hazel,Silver Slack,Frost,Bronzed Dress,Silver Columns,Bullets,Mystical Crown,Vindicator,,,,,,,,,,
1175,Fin Raeel - Divine #1175,Azure,Harmonic,Refined,Pursed Amber,Life Giving,Chain of Pearls,Shallow Waters,Tranquil Gown,Grenal,Golden Tears,Enchanted Spikes,Vindicator,,,,,,,,,,
1176,Enchanter Yalrasi - Divine #1176,Sky,Retribution,Airtorn,Pursed Amber,,Silver Frayed Ring,Enchanter,Silvered,Red Opals,Obsidian,Coils of Ambience,Apostle,,,Metamorphosis,,,,,,,
1177,Seer Saospa - Divine #1177,Floral,Combative,Drake-Tempered,Tangerine,,Chain of Pearls,Seer,Arcane Wraps,Silver Rings,Golden Stars,Gems of Life,Apostle,,,Prophecy,,,,,,,
1178,Bri Tarirla - Divine #1178,Sacred Peach,Warm,Refined,Crimson,Life Giving,Silver Frayed Ring,Winter Kissed,Fiery Toga,Tears of Grenal,Silver Chain,Mystical Crown,Vindicator,,,,,,,,,,
1179,Mage Paitia Te - Divine #1179,Floral,Tranquility,Airtorn,Pursed Frozen,,Golden Slack,Mage,Green Forseeing,Harspiera's Tears,Rubies,Revitalized Crown,Apostle,,,Blindsided,,,,,,,
1180,Arisen Tsatis - Divine #1180,Azure,Focus,Lifebreath,Frozen,,Golden Frayed Ring,Risen,Green Librarian,Tears of Grenal,Silver Chain,Golden Horns,Apostle,,Aqueous,Spirit,,,,,,,
1181,Keeper Yaloren Rah - Divine #1181,Lilac,Cosmic,Lifebreath,Pursed Amber,,Silver Hoop,Keeper,Arcane Amice,Golden Rings,Silver Serpents,Gems of Pride,Apostle,,,Offering,,,,,,,
1182,Ea Daspa - Divine #1182,Lilac,Focus,Cosmic,Natural,Frozen,Silver Double Chained,Rustic,Shimmering Cloak,Stones of Heart,Lunar,Golden Horns,Vindicator,,,,,,,,,,
1183,Zeiura - Divine #1183,Fandango,Focus,Refined,Frosted,Frozen,Jeweled,Blazed,Fiery Gown,Silver Rings,Amber,Coils of Ambience,Vindicator,,,,,,,,,,
1184,Disciple Ersoli - Divine #1184,Emerald,Combative,Drake-Tempered,Natural,,Golden Bridge,Disciple,Burned Plates,Stones of Pride,Solar,Blossomed Crown,Apostle,,,Of The Wise,,,,,,,
1185,Tempest Ar Ieoora - Divine #1185,Amethyst,Rejuvenation,Lifebreath,Pursed Frozen,,Silver Bridge,Tempest,Plates of Nature,Aegian,Morganite,Gems of Patience,Apostle,,,Loyalty,,,,,,,
1186,Paite Re - Divine #1186,Floral,Combative,Imbued,Amber,Frozen,Silver Bridge,Fiery,Natural Gown,Bronzed Barbs,Golden Chandelier,Spring Crown,Vindicator,,,,,,,,,,
1187,Ioria - Divine #1187,Heated,Retribution,Cosmic,Pursed Void,Frozen,Golden Bridge,Sunrise,Arcane Cloak,Silver Barbs,Gold Charged,Barbs of Arrogance,Vindicator,,,,,,,,,,
1188,Ula Tetersi - Divine #1188,Floral,Retribution,Imbued,Pursed Frosted,Hazel,Chain of Pearls,Ancient Arcane,Natural Dress,Sramosa,Solar,Coils of Fire,Vindicator,,,,,,,,,,
1189,Warrior Ia Darmka - Divine #1189,Sky,Focus,Serpentheart,Deep Sea,,Silver Frayed Ring,Barbaric,Cosmic Mage,Stones of Life,Golden Divine,Halo of Penance,Apostle,,,Sky Torn,,,,,,,
1190,Enchanter Quikar - Divine #1190,Fandango,Passionate,Serpentheart,Pursed Frosted,,Silver Double Chained,Enchanter,Amber,Pendant of Life,Golden Tears,Cradle of Noir,Apostle,,,Sacrificial,,,,,,,
1191,Master Qize - Divine #1191,Natural,Serene,Serpentheart,Tangerine,,Jeweled,Master,Plates of Nature,Silver Charge,Emerald,Cradle of Truth,Apostle,,,Spirit,,,,,,,
1192,Conjuror Druirla - Divine #1192,Emerald,Retribution,Lifebreath,Toxic,,Golden Hoop,Conjuror,Burned,Obsidian Band,Golden Serpents,Enchanted Horns,Apostle,,,Guardian,,,,,,,
1193,La Vesaraa - Divine #1193,Ochre,Serene,Cosmic,Tangerine,Frost,Silver Hoop,Electric,Amber Toga,Harspiera,Silver Echoes,Golden Gladiator,Vindicator,,,,,,,,,,
1194,Aylz - Divine #1194,Laguna,Warm,Imbued,Deep Sea,Passionate,Golden Slack,Regal,Tarnished Gown,Gold Charge,Golden Echoes,Plata,Vindicator,,Lightning,,,,,,,,
1195,Tor Ivi - Divine #1195,Sacred Peach,Rejuvenation,Tainted,Amber,Passionate,Chain of Pearls,Winter,Dark Gown,Stones of Pride,Silver Divine,Rejuvenating Horns,Vindicator,,,,,,,,,,
1196,Arisen Ar Emoren Rah - Divine #1196,Laguna,Harmonic,Airtorn,Amber,,Blessed Stud,Risen,White Forseeing,The Arc's Guidance,Lunar,Coils of Nature,Apostle,,Clouded,Of The Wise,,,,,,,
1197,Ascended Li Torarla - Divine #1197,Ochre,Cosmic,Lifebreath,Pursed Void,,Chain of Pearls,Ascended,Arcane Tassel,Stones of Heart,Gold Chain,Druidic Crown,Apostle,,,Glory,,,,,,,
1198,Tempest Letaras - Divine #1198,Sacred Peach,Focus,Drake-Tempered,Frozen,,Silver Hoop,Tempest,Burned Plates,Tarnished Band,Pearls,Druidic Crown,Apostle,,,Kin,,,,,,,
1199,Quiei Re - Divine #1199,Lilac,Retribution,Tainted,Pursed Frosted,Frost,Silver Frayed Ring,Phoenix,Dress of Purity,Stones of Heart,Rubies,Gems of Wisdom,Vindicator,,,,,,,,,,
1200,La Terivanas - Divine #1200,Natural,Harmonic,Imbued,Toxic,Frozen,Silver Double Chained,Ancient Blue,Arcane Robes,Harspiera's Tears,Gold Chain,Cradle of Noir,Vindicator,,,,,,,,,,
1201,Oalin - Divine #1201,Emerald,Passionate,Tainted,Pursed Crimson,Frozen,Chain of Pearls,Mystified,Arcane Cloak,Aegian,Silver Tears,Golden Chandelier,Vindicator,,,,,,,,,,
1202,Zsakar - Divine #1202,Heated,Combative,Refined,Pursed Crimson,Hazel,Golden Hoop,Ancient Tarnished,Tranquil Gown,Aegian,Golden Echoes,Gems of Patience,Vindicator,,,,,,,,,,
1203,Conjuror Raeen Li - Divine #1203,Sacred Peach,Combative,Airtorn,Amber,,Chain of Pearls,Conjuror,Deep Sea Amice,Silver Columns,Amber,Golden Horns,Apostle,,Aqueous,Blindsided,,,,,,,
1204,Ertersi - Divine #1204,Sky,Warm,Cosmic,Raspberry,Frost,Jeweled,Sunrise,Arcane Cape,Stones of Pride,Morganite,Arcane Coils,Vindicator,,,,Eclipsed,,,,,,
1205,Aylah - Divine #1205,Emerald,Warm,Imbued,Pursed Amber,Life Taking,Golden Double Chained,Almond,Arcane Cape,Tears of Grenal,Golden Stars,Barbs of Ascension,Vindicator,,,,,,,,,,
1206,Taiera - Divine #1206,Ochre,Perceptive,Refined,Frosted,Life Giving,Silver Bridge,Heart Seer,Shimmering Dress,Harspiera's Tears,Emerald,Enchanted Horns,Vindicator,,,,,,,,,,
1207,Ula Tieuio - Divine #1207,Amethyst,Rejuvenation,Cosmic,Frozen,Frozen,Golden Frayed Ring,Burnt,Arcane Robes,Golden Rings,Golden Chandelier,Darkwood Spikes,Vindicator,,,,,,,,,,
1208,Yaei Ar - Divine #1208,Amethyst,Serene,Cosmic,Tangerine,Life Giving,Silver Hoop,Chestnut,Shimmering Cape,Tri Obsidian,Obsidian,Headdress of the Goddess,Vindicator,,,,,,,,,,
1209,Saliura - Divine #1209,Sky,Retribution,Tainted,Pursed Void,Passionate,Silver Slack,Flames,Deep Sea Dress,Silver Rings,Pearls,Gems of Wisdom,Vindicator,,,,,,,,,,
1210,Ar Silei Su - Divine #1210,Natural,Retribution,Imbued,Pursed Frozen,Hazel,Silver Frayed Ring,Faint Hearted,Fiery Toga,Tears of Grenal,Obsidian,Halo of Penance,Vindicator,,,,,,,,,,
1211,Disciple Liaylvia - Divine #1211,Heated,Harmonic,Drake-Tempered,Pursed Crimson,,Chain of Pearls,Disciple,Tarnished Tassel,Golden Columns,Bullets,Mystical Crown,Apostle,,,Refraction,,,,,,,
1212,Oqetz - Divine #1212,Laguna,Warm,Tainted,Pursed Crimson,Frozen,Golden Bridge,Frost,Arcane Cloak,Tri Azurite,Amber,Gems of Optimism,Vindicator,,,,,,,,,,
1213,Ayleil - Divine #1213,Fandango,Harmonic,Betrayed,Pursed Void,Frozen,Golden Bridge,Frosted Focus,Arcane Cape,Silver Charge,Suspended Sapphire,Dorado,Vindicator,,,,,,,,,,
1214,Master Ar Siliersa - Divine #1214,Laguna,Perceptive,Serpentheart,Void Kissed,,Silver Slack,Master,Gold Librarian,Aegian,Lunar,Cradle of Light,Apostle,,,Refraction,,,,,,,
1215,Spirited Ar Silen Li - Divine #1215,Natural,Rejuvenation,Airtorn,Raspberry,,Silver Slack,Spirited,Blue Librarian,Gold Charge,Rubies,Gems of Purity,Apostle,,,Last Hope,,,,,,,
1216,Viaraun - Divine #1216,Floral,Passionate,Cosmic,Pursed Void,Passionate,Chain of Pearls,Phoenix,Dark Toga,Red Opals,Silver Chandelier,Cradle of Truth,Vindicator,,,,,,,,,,
1217,Enchanter Rayii - Divine #1217,Heated,Serene,Serpentheart,Pursed Void,,Chain of Pearls,Enchanter,Burned Plates,Arcane Choker,Golden Hoops,Barrette,Apostle,,,Nature's Phase,,,,,,,
1218,Erei Qua - Divine #1218,Sacred Peach,Tranquility,Tainted,Pursed Crimson,Hazel,Blessed Stud,River,Arcane Robes,Golden Columns,Emerald,Golden Chandelier,Vindicator,,,,,,,,,,
1219,Enchanter Aroeve - Divine #1219,Laguna,Passionate,Serpentheart,Frosted,,Chain of Pearls,Enchanter,Golden Plates,Mystical Stones,Golden Chandelier,Gems of Optimism,Apostle,,,Sky Torn,,,,,,,
1220,Iraivanas - Divine #1220,Floral,Tranquility,Tainted,Natural,Frozen,Chain of Pearls,Shimmering,Natural Toga,Stones of Life,Lunar,Headdress of the Goddess,Vindicator,,,,,,,,,,
1221,Zylila - Divine #1221,Azure,Focus,Imbued,Crimson,Frost,Silver Bridge,Vindicated,Dress of Purity,Amarashen,Morganite,Golden Spikes,Vindicator,,,,,,,,,,
1222,Druid Tel Yekara - Divine #1222,Lilac,Harmonic,Airtorn,Deep Sea,,Jeweled,Druidic,Silvered,Gold Divine,Gold Charged,Gems of Innocence,Apostle,,,Guardian,,,,,,,
1223,Seer Saipari - Divine #1223,Fandango,Warm,Drake-Tempered,Crimson,,Silver Hoop,Seer,High Mage,Bronzed Barbs,Silver Divine,Darkwood Spikes,Apostle,,,Sky Torn,,,,,,,
1224,Kariave - Divine #1224,Ochre,Perceptive,Refined,Pursed Frozen,Frozen,Silver Hoop,Fiery Seer,Purity Gown,Aegian,Rubies,Golden Gladiator,Vindicator,,,,,,,,,,
1225,Ar Eaiersa - Divine #1225,Sky,Harmonic,Betrayed,Amber,Frozen,Silver Slack,Ancient Dark,Toga of Heart,Silver Columns,Bullets,Gems of Innocence,Vindicator,,Clouded,,,,,,,,
1226,Keeper Emrasi - Divine #1226,Azure,Cosmic,Drake-Tempered,Tangerine,,Golden Double Chained,Keeper,Tarnished Wraps,Silver Divine,Bullets,Arcane Coils,Apostle,,,Last Hope,Eclipsed,,,,,,
1227,Zulera - Divine #1227,Fandango,Passionate,Tainted,Pursed Void,Life Giving,Silver Double Chained,Majestic Seer,Toga of Innocence,Amarashen,Pearls,Cradle of Light,Vindicator,,,,,,,,,,
1228,Saei Ar - Divine #1228,Ochre,Serene,Refined,Deep Sea,Hazel,Golden Double Chained,Tainted,Shimmering Cape,The Breath of Infinity,Silver Echoes,Barbs of Arrogance,Vindicator,,,,,,,,,,
1229,Ula Tilii - Divine #1229,Azure,Warm,Imbued,Void Kissed,Frozen,Jeweled,Ancient Arcane,Cape of Heart,Golden Columns,Solar,Cradle of Noir,Vindicator,,,,,,,,,,
1230,La Tersola - Divine #1230,Azure,Focus,Cosmic,Pursed Amber,Frost,Chain of Pearls,Highness,Bronzed Cape,Tarnished Band,Golden Tears,Golden Horns,Vindicator,,Freed,,,,,,,,
1231,Ar Ialel - Divine #1231,Emerald,Combative,Imbued,Raspberry,Passionate,Chain of Pearls,Illuminated Sky,Arcane Cloak,Gro,Silver Stars,Barbs of Ascension,Vindicator,,Aqueous,,,,,,,,
1232,Seer Bri Tarraun - Divine #1232,Amethyst,Serene,Drake-Tempered,Toxic,,Silver Double Chained,Seer,Orange Forseeing,Silver Barbs,Emerald,Enchanted Horns,Apostle,,,Nature's Phase,,,,,,,
1233,Tel Silsola - Divine #1233,Natural,Retribution,Tainted,Tangerine,Life Giving,Golden Hoop,Heart Seer,Deep Sea Cloak,Arcane Choker,Suspended Sapphire,Gems of Life,Vindicator,,,,,,,,,,
1234,Ialtis - Divine #1234,Emerald,Retribution,Refined,Crimson,Frost,Silver Hoop,Blunt Bangs,Arcane Cape,Green Opals,Golden Dreamcatchers,Silver Gladiator,Vindicator,Eyeliner,,,,,,,,,
1235,Yunei Te - Divine #1235,Sacred Peach,Rejuvenation,Tainted,Frosted,Hazel,Blessed Stud,Darkened,Purity Gown,Stones of Pride,Obsidian,Golden Chandelier,Vindicator,,,,,,,,,,
1236,Tel Ereil - Divine #1236,Azure,Focus,Cosmic,Pursed Crimson,Frozen,Silver Bridge,Blazed,Cloak of Heart,Grenal,Golden Divine,Halo of Penance,Vindicator,,,,,,,,,,
1237,Arisen Oavanas - Divine #1237,Azure,Cosmic,Airtorn,Pursed Amber,,Golden Slack,Risen,Burned Amice,Tears of Grenal,Pearls,Blossomed Crown,Apostle,,,Spirit,,,,,,,
1238,La Vesarah - Divine #1238,Amethyst,Tranquility,Tainted,Pursed Frosted,Frozen,Silver Slack,Focused,Shimmering Dress,Bronzed Barbs,Lunar,Gems of Heart,Vindicator,,Clouded,,,,,,,,
1239,Conjuror Rueil - Divine #1239,Sacred Peach,Focus,Lifebreath,Deep Sea,,Silver Bridge,Conjuror,Plates of Nature,Stones of Pride,Obsidian,Gems of Wisdom,Apostle,,,Kin,,,,,,,
1240,Narnai - Divine #1240,Lilac,Perceptive,Imbued,Frozen,Frozen,Chain of Pearls,Shadow,Vitality Toga,Sramosa,Super Lunar,Vitality Spikes,Vindicator,,,,,,,,,,
1241,Mage Finei Te - Divine #1241,Sky,Warm,Serpentheart,Raspberry,,Silver Frayed Ring,Mage,Golden Plates,Golden Columns,Morganite,Rejuvenating Horns,Apostle,,,Loyalty,,,,,,,
1242,Aukar - Divine #1242,Floral,Combative,Tainted,Natural,Life Taking,Blessed Stud,Fiery Focus,Fiery Toga,Harspiera's Tears,Golden Serpents,Revitalized Crown,Vindicator,,,,,,,,,,
1243,Quaiersa - Divine #1243,Lilac,Warm,Cosmic,Pursed Crimson,Frozen,Silver Double Chained,Dusk,Arcane Robes,Mystical Stones,Emerald,Barrette,Vindicator,,,,,,,,,,
1244,Arisen Ula Oen Li - Divine #1244,Sacred Peach,Passionate,All-Seeing,Pursed Crimson,,Silver Hoop,Risen,Cosmic Mage,Gro,Solar,Cradle of Truth,Apostle,,,Refraction,,,,,,,
1245,Enchanter Aileuio - Divine #1245,Ochre,Combative,Airtorn,Pursed Void,,Jeweled,Enchanter,White Forseeing,Tri Obsidian,Silver Dreamcatchers,Barbs of Ascension,Apostle,,,Sky Torn,,,,,,,
1246,Disciple Vesoora - Divine #1246,Lilac,Rejuvenation,Lifebreath,Pursed Frozen,,Golden Frayed Ring,Disciple,Amice of Nature,Arcane Choker,Suspended Sapphire,Coils of Fire,Apostle,,,Prophecy,,,,,,,
1247,Vae'yi Ler - Divine #1247,Emerald,Passionate,Broken,Tangerine,,,Discreet,Arcane Garbs,Talisman of Growth,,,Royalty,,,,,,Hollowed,Purified,Shard of Harspiera,,
1248,Druid Ula Okara - Divine #1248,Fandango,Tranquility,Lifebreath,Pursed Frosted,,Silver Slack,Druidic,Cosmic Mage,Amarashen,Amber,Barbs of Arrogance,Apostle,,,Offering,,,,,,,
1249,Aewave - Divine #1249,Laguna,Perceptive,Imbued,Void Kissed,Passionate,Golden Frayed Ring,Faint Hearted,Shimmering Cloak,Silver Divine,Pearls,Bronzed Horns,Vindicator,,,,,,,,,,
1250,Aueuio - Divine #1250,Heated,Retribution,Cosmic,Pursed Amber,Hazel,Silver Frayed Ring,Flames,Mystic Robes,Pendant of Wisdom,Rubies,Mystical Horns,Vindicator,,Lightning,,,,,,,,
1251,Waeuta - Divine #1251,Floral,Serene,Cosmic,Pursed Frozen,Frost,Chain of Pearls,Highness,Fiery Gown,Pendant of Life,Solar,Azurite Spikes,Vindicator,,Aqueous,,,,,,,,
1252,Ar Oivanas - Divine #1252,Heated,Harmonic,Betrayed,Toxic,Life Giving,Jeweled,Fiery Seer,Shimmering Cape,Tears of Grenal,Morganite,Silver Chandelier,Vindicator,,,,,,,,,,
1253,Zsalii - Divine #1253,Natural,Rejuvenation,Refined,Amber,Frozen,Chain of Pearls,Chestnut,Purity Gown,Gold Divine,Amber,Golden Horns,Vindicator,,,,,,,,,,
1254,Keeper Er Daei Ar - Divine #1254,Azure,Combative,Lifebreath,Natural,,Golden Slack,Keeper,Tassels of Nature,Obsidian Band,Lunar,Spring Crown,Apostle,,,Of The Wise,,,,,,,
1255,Arisen Zetali - Divine #1255,Azure,Harmonic,Airtorn,Frosted,,Chain of Pearls,Risen,Bronzed Tassel,Pendant of Wisdom,Silver Echoes,Gems of Optimism,Apostle,,Starry,Kindness,,,,,,,
1256,Ar Ialpa - Divine #1256,Ochre,Passionate,Imbued,Frosted,Life Giving,Blessed Stud,Dusk,Dress of Purity,Golden Rings,Silver Hoops,Golden Spikes,Vindicator,,,,,,,,,,
1257,Iorah - Divine #1257,Lilac,Warm,Imbued,Tangerine,Passionate,Silver Frayed Ring,Fiery Focus,Cape of Wisdom,Harspiera,Suspended Ruby,Druidic Crown,Vindicator,,,,,,,,,,
1258,Bri Tarei Sol - Divine #1258,Azure,Retribution,Cosmic,Frozen,Frozen,Jeweled,Shallow Waters,Cape of Nature,Obsidian Band,Silver Charged,Golden Gladiator,Vindicator,,,,,,,,,,
